,enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
2065,3536,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,14,100-500,Pvt Ltd,0.0
13033,7684,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1.0
9849,3355,city_159,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,0.0
14812,17556,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,<10,Other,1.0
18962,19799,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,0.0
12509,32552,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0.0
2983,15514,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,0.0
2829,6318,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,0.0
15207,4218,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,0.0
1601,26853,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,3,<10,NGO,1.0
18914,25096,city_83,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,0.0
12615,23146,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,0.0
2298,8894,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,0.0
3544,25451,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
13041,9992,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,<10,Early Stage Startup,0.0
10660,20055,city_16,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,100-500,Pvt Ltd,0.0
5139,12255,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,0.0
1565,17030,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,0.0
16643,5979,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1.0
11506,20597,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
10631,8490,city_41,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
18173,23989,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1.0
12880,5637,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1.0
12926,27522,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,0.0
17469,31244,city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1.0
17924,3219,city_136,Male,Has relevent experience,no_enrollment,Phd,STEM,11,10000+,Pvt Ltd,0.0
12074,32142,city_162,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Public Sector,0.0
18994,14842,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
18855,28077,city_103,Male,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,NGO,0.0
17565,31159,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1.0
7149,23762,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,1.0
3400,30610,city_94,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,0.0
5941,29072,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,0.0
166,3766,city_150,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
4417,10035,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,0.0
17866,2410,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0.0
1296,6665,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1.0
10366,5385,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
1818,27935,city_65,Male,No relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,0.0
17651,17380,city_138,Male,No relevent experience,Full time course,Masters,STEM,3,<10,Public Sector,0.0
13918,16273,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1.0
5210,10094,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,0.0
11540,24411,city_103,Male,Has relevent experience,Full time course,Graduate,Other,3,50-99,Pvt Ltd,0.0
7848,29947,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,0.0
10732,6207,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
9071,28066,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,0.0
3454,28301,city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
33,26966,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
40,2547,city_114,Female,Has relevent experience,Full time course,Masters,STEM,16,1000-4999,Public Sector,0.0
68,12730,city_16,Female,Has relevent experience,no_enrollment,Masters,Humanities,14,500-999,Public Sector,0.0
79,31449,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Early Stage Startup,0.0
86,30937,city_57,Female,No relevent experience,Part time course,Graduate,STEM,<1,10/49,Pvt Ltd,0.0
92,16869,city_103,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1.0
102,18257,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,NGO,0.0
120,7666,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0.0
127,28074,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,0.0
128,23012,city_103,Female,No relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,0.0
129,16110,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1.0
141,13342,city_21,Female,Has relevent experience,no_enrollment,Graduate,Other,8,5000-9999,Pvt Ltd,0.0
165,32092,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,0.0
187,907,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
231,25495,city_142,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,0.0
236,13891,city_71,Female,No relevent experience,no_enrollment,Phd,STEM,3,1000-4999,Public Sector,0.0
297,26419,city_67,Female,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,0.0
318,22194,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Funded Startup,0.0
332,10752,city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1.0
335,17460,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
338,4269,city_67,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,0.0
349,21078,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
369,17432,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,0.0
424,17083,city_160,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,0.0
430,29982,city_105,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,0.0
433,22508,city_71,Female,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,0.0
462,24226,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,0.0
496,22954,city_105,Female,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,0.0
604,10454,city_103,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,0.0
638,33254,city_160,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1.0
643,15436,city_65,Female,No relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,1.0
666,28149,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1.0
671,32619,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,0.0
783,18130,city_67,Female,No relevent experience,no_enrollment,Masters,Humanities,3,50-99,Pvt Ltd,0.0
790,32720,city_145,Female,Has relevent experience,Part time course,Masters,STEM,>20,10000+,NGO,1.0
802,33358,city_159,Female,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1.0
814,32958,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,0.0
849,19454,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1.0
859,365,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
877,22238,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,0.0
878,9180,city_136,Female,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,0.0
904,8093,city_45,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
927,32758,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,0.0
948,9499,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Funded Startup,0.0
996,10371,city_103,Female,No relevent experience,no_enrollment,Phd,STEM,7,500-999,Public Sector,0.0
1011,8007,city_16,Female,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,0.0
1016,13487,city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,0.0
1042,26270,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,Funded Startup,1.0
1062,18670,city_54,Female,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Funded Startup,0.0
1090,29086,city_114,Female,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,0.0
1100,27046,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0.0
1151,28214,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
1172,32082,city_100,Female,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,0.0
1193,14582,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,0.0
1237,1641,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,0.0
1255,19068,city_103,Female,No relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,0.0
1290,10611,city_71,Female,No relevent experience,no_enrollment,Phd,STEM,>20,50-99,Public Sector,0.0
1300,8585,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Other,0.0
1351,10515,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1.0
1354,8906,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,0.0
1394,10443,city_75,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,0.0
1402,16681,city_138,Female,Has relevent experience,no_enrollment,Phd,Humanities,18,50-99,Pvt Ltd,0.0
1410,16109,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1.0
1421,10321,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
1471,14761,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1.0
1574,28089,city_28,Female,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,0.0
1583,26687,city_114,Female,No relevent experience,no_enrollment,Masters,STEM,6,<10,Public Sector,0.0
1586,21215,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,0.0
1595,3961,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Funded Startup,0.0
1598,24511,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,NGO,0.0
1621,27421,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1.0
1656,28587,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,NGO,0.0
1660,15399,city_116,Female,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,0.0
1680,10219,city_98,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
1685,28624,city_75,Female,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Pvt Ltd,0.0
1700,19782,city_21,Female,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,0.0
1702,4335,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,0.0
1781,4705,city_67,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,0.0
1798,7723,city_90,Female,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Funded Startup,0.0
1802,16770,city_16,Female,No relevent experience,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,1.0
1817,32328,city_143,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
1860,27482,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1.0
1912,15315,city_89,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,0.0
1916,3742,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Pvt Ltd,0.0
1962,11302,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,0.0
2024,8608,city_28,Female,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,NGO,1.0
2057,3465,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,<10,Pvt Ltd,0.0
2082,27449,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
2111,17419,city_65,Female,Has relevent experience,Part time course,Graduate,STEM,11,1000-4999,Pvt Ltd,0.0
2140,30741,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,NGO,0.0
2158,10183,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,0.0
2172,3887,city_103,Female,Has relevent experience,no_enrollment,Phd,STEM,13,5000-9999,Pvt Ltd,0.0
2222,543,city_36,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
2236,31842,city_24,Female,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,0.0
2246,12486,city_162,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1.0
2287,2069,city_114,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,0.0
2289,9468,city_103,Female,Has relevent experience,no_enrollment,Masters,Arts,4,50-99,NGO,0.0
2339,8936,city_103,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Pvt Ltd,0.0
2351,9985,city_53,Female,Has relevent experience,Full time course,Graduate,STEM,11,10/49,Pvt Ltd,0.0
2369,10672,city_16,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,NGO,0.0
2400,25306,city_94,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
2463,28097,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,0.0
2490,28047,city_149,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,0.0
2494,10801,city_83,Female,Has relevent experience,no_enrollment,Masters,Humanities,4,100-500,Public Sector,0.0
2522,13189,city_103,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,NGO,0.0
2550,9603,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Early Stage Startup,0.0
2638,5338,city_160,Female,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,0.0
2662,19797,city_21,Female,Has relevent experience,Full time course,Masters,STEM,13,100-500,Pvt Ltd,1.0
2715,19420,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
2719,11797,city_116,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
2739,1895,city_36,Female,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,0.0
2740,20848,city_10,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
2754,18834,city_73,Female,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,0.0
2760,28471,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
2784,31166,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,0.0
2813,8254,city_102,Female,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,0.0
2846,15175,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,0.0
2854,21694,city_71,Female,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
2886,24282,city_23,Female,Has relevent experience,no_enrollment,Masters,STEM,20,500-999,Pvt Ltd,0.0
2920,28986,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,0.0
2945,26022,city_103,Female,Has relevent experience,no_enrollment,Masters,Humanities,11,50-99,Public Sector,0.0
2948,31931,city_16,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,0.0
2996,24946,city_67,Female,Has relevent experience,Full time course,Masters,STEM,16,100-500,Pvt Ltd,0.0
3013,10939,city_16,Female,Has relevent experience,Full time course,Masters,STEM,12,100-500,Pvt Ltd,1.0
3027,22315,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,0.0
3038,14317,city_103,Female,No relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,0.0
3050,21769,city_118,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1.0
3085,16642,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Funded Startup,0.0
3087,3653,city_16,Female,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,0.0
3107,29359,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0.0
3124,24182,city_89,Female,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,0.0
3158,1428,city_102,Female,No relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,0.0
3163,1804,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1.0
3170,4433,city_160,Female,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,0.0
3180,21799,city_97,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Funded Startup,0.0
3229,8853,city_103,Female,No relevent experience,Part time course,Masters,Humanities,>20,10000+,Pvt Ltd,0.0
3297,18278,city_160,Female,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,0.0
3333,31443,city_179,Female,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,0.0
3377,33118,city_103,Female,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,0.0
3426,32926,city_104,Female,No relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,0.0
3441,1356,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1.0
3508,16516,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1.0
3528,23683,city_90,Female,No relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,0.0
3533,24059,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,0.0
3554,5468,city_16,Female,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
3563,8,city_103,Female,No relevent experience,no_enrollment,Graduate,Humanities,13,100-500,Funded Startup,0.0
3565,1005,city_73,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Funded Startup,0.0
3592,32569,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0.0
3601,4081,city_114,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1.0
3604,10018,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,0.0
3693,12324,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,0.0
3697,21111,city_99,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
3705,11080,city_138,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,0.0
3724,23485,city_16,Female,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,NGO,0.0
3748,10375,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,5000-9999,Pvt Ltd,1.0
3766,29932,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,NGO,0.0
3838,20423,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0.0
3851,1860,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1.0
3879,12537,city_44,Female,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,0.0
3887,9223,city_21,Female,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,1.0
3906,8970,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,0.0
3910,9188,city_64,Female,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,0.0
3930,13111,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,0.0
3969,30792,city_46,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
4021,10537,city_65,Female,Has relevent experience,no_enrollment,Masters,STEM,2,1000-4999,Pvt Ltd,0.0
4073,5256,city_83,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,0.0
4104,32187,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,0.0
4129,29788,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
4131,25058,city_116,Female,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,0.0
4143,24219,city_114,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
4169,25736,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
4192,2218,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,0.0
4194,16696,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Early Stage Startup,0.0
4204,28129,city_104,Female,Has relevent experience,no_enrollment,Masters,Other,18,1000-4999,Pvt Ltd,0.0
4206,28205,city_103,Female,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,0.0
4214,26356,city_103,Female,No relevent experience,no_enrollment,Phd,STEM,13,100-500,Public Sector,0.0
4218,13190,city_75,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,0.0
4233,25477,city_136,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Public Sector,0.0
4295,10916,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,NGO,0.0
4303,7975,city_103,Female,Has relevent experience,no_enrollment,Masters,Business Degree,4,500-999,Pvt Ltd,0.0
4323,21509,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1.0
4325,19998,city_91,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
4344,11893,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,0.0
4352,8293,city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,0.0
4354,6430,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,0.0
4371,26345,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,0.0
4454,32170,city_103,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,0.0
4457,5827,city_104,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,50-99,Funded Startup,0.0
4469,10264,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,0.0
4471,348,city_13,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
4490,11934,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1.0
4587,23530,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1.0
4632,5193,city_23,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Funded Startup,0.0
4682,28162,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,0.0
4683,2310,city_102,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
4687,8143,city_21,Female,No relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,1.0
4688,28417,city_103,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,1.0
4689,12001,city_158,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,0.0
4691,28046,city_59,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1.0
4703,16159,city_16,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,0.0
4765,28049,city_103,Female,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Public Sector,0.0
4785,11894,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Funded Startup,1.0
4792,19845,city_98,Female,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,0.0
4860,9553,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1.0
4942,6870,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1.0
4946,17690,city_103,Female,Has relevent experience,no_enrollment,Masters,Arts,<1,1000-4999,Pvt Ltd,0.0
4974,4712,city_67,Female,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Early Stage Startup,0.0
4998,13215,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1.0
